#SampleID	InputFileName	Samplename	seq_tech	SiteID	Region	Year	Week	X_coord	Y_coord
plaque_1_its_B68	B68_9_L001_R1_001.fastq.gz	QC06_21_WK31	Nanopore	QC06	Sherrington	2021	WK31	45.13174	-73.4719
plaque_1_its_B75	B75_9_L001_R1_001.fastq.gz	QC06_21_WK32	Nanopore	QC06	Sherrington	2021	WK32	45.13174	-73.4719
plaque_1_its_B82	B82_9_L001_R1_001.fastq.gz	QC06_21_WK33	Nanopore	QC06	Sherrington	2021	WK33	45.13174	-73.4719
plaque_1_its_B89	B89_9_L001_R1_001.fastq.gz	QC06_21_WK34	Nanopore	QC06	Sherrington	2021	WK34	45.13174	-73.4719
plaque_1_its_B9	B9_9_L001_R1_001.fastq.gz	QC07_21_WK22	Nanopore	QC07	Ste-Clotilde	2021	WK22	45.13554	-73.5965
plaque_1_its_B15	B15_9_L001_R1_001.fastq.gz	QC07_21_WK23	Nanopore	QC07	Ste-Clotilde	2021	WK23	45.13554	-73.5965
plaque_1_its_B21	B21_9_L001_R1_001.fastq.gz	QC07_21_WK24	Nanopore	QC07	Ste-Clotilde	2021	WK24	45.13554	-73.5965
plaque_1_its_B27	B27_9_L001_R1_001.fastq.gz	QC07_21_WK25	Nanopore	QC07	Ste-Clotilde	2021	WK25	45.13554	-73.5965
plaque_1_its_B34	B34_9_L001_R1_001.fastq.gz	QC07_21_WK26	Nanopore	QC07	Ste-Clotilde	2021	WK26	45.13554	-73.5965
plaque_1_its_B41	B41_9_L001_R1_001.fastq.gz	QC07_21_WK27	Nanopore	QC07	Ste-Clotilde	2021	WK27	45.13554	-73.5965
plaque_1_its_B48	B48_9_L001_R1_001.fastq.gz	QC07_21_WK28	Nanopore	QC07	Ste-Clotilde	2021	WK28	45.13554	-73.5965
plaque_1_its_B55	B55_9_L001_R1_001.fastq.gz	QC07_21_WK29	Nanopore	QC07	Ste-Clotilde	2021	WK29	45.13554	-73.5965
plaque_1_its_B62	B62_9_L001_R1_001.fastq.gz	QC07_21_WK30	Nanopore	QC07	Ste-Clotilde	2021	WK30	45.13554	-73.5965
plaque_1_its_B69	B69_9_L001_R1_001.fastq.gz	QC07_21_WK31	Nanopore	QC07	Ste-Clotilde	2021	WK31	45.13554	-73.5965
plaque_1_its_B76	B76_9_L001_R1_001.fastq.gz	QC07_21_WK32	Nanopore	QC07	Ste-Clotilde	2021	WK32	45.13554	-73.5965
plaque_1_its_B83	B83_9_L001_R1_001.fastq.gz	QC07_21_WK33	Nanopore	QC07	Ste-Clotilde	2021	WK33	45.13554	-73.5965
plaque_1_its_B90	B90_9_L001_R1_001.fastq.gz	QC07_21_WK34	Nanopore	QC07	Ste-Clotilde	2021	WK34	45.13554	-73.5965
plaque_1_its_B28	B28_9_L001_R1_001.fastq.gz	QC08_21_WK25	Nanopore	QC08	Sherrington	2021	WK25	45.13465	-73.5221
plaque_1_its_B35	B35_9_L001_R1_001.fastq.gz	QC08_21_WK26	Nanopore	QC08	Sherrington	2021	WK26	45.13465	-73.5221
plaque_1_its_B42	B42_9_L001_R1_001.fastq.gz	QC08_21_WK27	Nanopore	QC08	Sherrington	2021	WK27	45.13465	-73.5221
plaque_1_its_B49	B49_9_L001_R1_001.fastq.gz	QC08_21_WK28	Nanopore	QC08	Sherrington	2021	WK28	45.13465	-73.5221
plaque_1_its_B56	B56_9_L001_R1_001.fastq.gz	QC08_21_WK29	Nanopore	QC08	Sherrington	2021	WK29	45.13465	-73.5221
plaque_1_its_B63	B63_9_L001_R1_001.fastq.gz	QC08_21_WK30	Nanopore	QC08	Sherrington	2021	WK30	45.13465	-73.5221
plaque_1_its_B70	B70_9_L001_R1_001.fastq.gz	QC08_21_WK31	Nanopore	QC08	Sherrington	2021	WK31	45.13465	-73.5221
plaque_1_its_B77	B77_9_L001_R1_001.fastq.gz	QC08_21_WK32	Nanopore	QC08	Sherrington	2021	WK32	45.13465	-73.5221
plaque_1_its_B84	B84_9_L001_R1_001.fastq.gz	QC08_21_WK33	Nanopore	QC08	Sherrington	2021	WK33	45.13465	-73.5221
plaque_1_its_B91	B91_9_L001_R1_001.fastq.gz	QC08_21_WK34	Nanopore	QC08	Sherrington	2021	WK34	45.13465	-73.5221
